Id,ReportedDate,AmendDate,Tradeid,Book,BookOwner,Amender,Supervisor,ISIN,TradeDate,SettlementDate,Action,SettDateChange,BookChange,CPartyChange,MultiAmend,PnL,Counterparty,Desk,Quantity,Price,BS
518,10/03/2018,11/03/2018,VA78582969,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,BW,05/03/2018,14/03/2018,Amend,N,N,N,Y,700,DD14ET6,LONMID,83216,355,S
519,10/02/2018,10/02/2018,IF36071874,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,PB,02/02/2018,07/02/2018,Amend,N,N,Y,N,-2500,LON5076F,LONLONG,87994,4565,S
520,24/03/2018,25/03/2018,EM80270357,STK350,Louis Tomlinson,Zayn Malik,Paul Arthurs,VALE.P,21/03/2018,09/04/2018,Cancel,N,N,Y,N,600,GOXXX90,LONMID,3134,702,B
521,03/02/2018,06/02/2018,KD84301209,BD202,Liam Payne,Louis Tomlinson,Liam Gallagher,PPX,30/01/2018,04/02/2018,Cancel,N,N,Y,N,0,CIP23223,LONLONG,81576,2197,S
522,21/02/2018,22/02/2018,TZ13809434,LN202,Niall Horan,Liam Payne,Liam Gallagher,ETB,19/02/2018,05/03/2018,Cancel,Y,Y,N,Y,10,NMKL009,LONMID,36203,1408,S
523,15/02/2018,18/02/2018,LE76279755,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,TOT,08/02/2018,20/02/2018,Amend,Y,N,N,Y,-500000,NMKL009,LONLONG,65537,1070,B
524,22/03/2018,23/03/2018,LP23983082,BD202,Liam Payne,Liam Payne,Liam Gallagher,WDAY,18/03/2018,28/03/2018,Cancel,N,N,Y,Y,1000,LON9005,LONMID,26603,2553,B
525,03/02/2018,05/02/2018,CN99965253,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,SPA,31/01/2018,07/02/2018,Amend,N,N,N,N,-500000,MCXXXX,LONLONG,50342,4402,S
526,21/02/2018,24/02/2018,XD90813457,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,CUB,17/02/2018,05/03/2018,Cancel,N,Y,Y,Y,10,GOXXX90,LONMID,89661,3365,S
527,09/02/2018,11/02/2018,HK25613159,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,GG,11/02/2018,22/02/2018,Cancel,Y,N,Y,Y,700,GOXXX90,LONLONG,20295,869,B
528,20/03/2018,22/03/2018,MM77824361,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,WFBI,17/03/2018,26/03/2018,Cancel,N,N,N,N,400,MCXXXX,LONMID,46669,2511,S
529,25/02/2018,25/02/2018,TU79845708,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,GBL,22/02/2018,05/03/2018,Amend,N,Y,N,Y,0,MCXXXX,LONLONG,31874,3078,S
530,17/02/2018,18/02/2018,XJ86047981,BD202,Liam Payne,Zayn Malik,Liam Gallagher,ATRC,12/02/2018,03/03/2018,Amend,N,N,Y,N,0,GOXXX90,LONMID,1189,517,S
531,12/03/2018,12/03/2018,HP75153941,BD202,Liam Payne,Liam Payne,Liam Gallagher,SBSI,07/03/2018,13/03/2018,Cancel,N,N,N,Y,-100000,DD14ET6,LONLONG,65770,1725,B
532,09/02/2018,09/02/2018,SI95046868,BD202,Liam Payne,Zayn Malik,Liam Gallagher,PFM,05/02/2018,12/02/2018,Amend,N,Y,N,N,500,MCXXXX,LONMID,56240,3997,B
533,22/02/2018,25/02/2018,XS88862187,LN202,Niall Horan,Harry Styles,Liam Gallagher,TSLF,15/02/2018,04/03/2018,Cancel,Y,N,N,N,500,DD14ET6,LONLONG,42416,2512,B
534,26/03/2018,27/03/2018,MY37342642,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,NUW,21/03/2018,06/04/2018,Amend,N,N,N,N,0,TY00TYO,LONMID,34091,1718,S
535,24/03/2018,25/03/2018,ZP11543489,LN202,Niall Horan,James Cordan,Liam Gallagher,CBAN,24/03/2018,09/04/2018,Cancel,N,N,N,Y,600,LON5076F,LONLONG,65127,2131,S
536,11/03/2018,11/03/2018,WK46184794,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,CLVS,04/03/2018,22/03/2018,Amend,Y,Y,Y,Y,4500,LON9005,LONMID,47729,965,B
537,02/03/2018,03/03/2018,ZI80071190,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,GTYH,23/02/2018,14/03/2018,Cancel,N,N,N,Y,1000,CIP23223,LONLONG,45626,4918,S
538,15/03/2018,18/03/2018,TW83710559,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,GPOR,18/03/2018,22/03/2018,Amend,N,N,N,Y,10,DD14ET6,LONMID,66161,1337,S
539,21/03/2018,22/03/2018,LT24211500,LN202,Niall Horan,Zayn Malik,Liam Gallagher,MDT,22/03/2018,05/04/2018,Amend,N,Y,N,N,500,LON9005,LONLONG,55362,4133,B
540,12/03/2018,13/03/2018,RR61129510,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,BSE,05/03/2018,22/03/2018,Cancel,N,Y,N,N,400,GOXXX90,LONMID,48762,4093,S
541,14/03/2018,16/03/2018,AW95460814,FUT500,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,DWIN,11/03/2018,31/03/2018,Cancel,N,Y,N,N,-2500,GOXXX90,LONLONG,91287,2725,B
542,25/02/2018,27/02/2018,LS77815473,LN202,Niall Horan,Niall Horan,Liam Gallagher,WRD,18/02/2018,08/03/2018,Cancel,N,N,N,Y,0,TY00TYO,LONMID,8387,4456,B
543,25/03/2018,28/03/2018,EB38595058,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,DRYS,23/03/2018,03/04/2018,Amend,N,N,Y,Y,700,CIP23223,LONLONG,9817,3244,S
544,04/03/2018,07/03/2018,TA40326585,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,BIOA,26/02/2018,07/03/2018,Amend,N,N,Y,Y,-2500,LON5076F,LONMID,53738,2138,S
545,14/02/2018,15/02/2018,XY97714233,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,FPO,07/02/2018,20/02/2018,Amend,N,Y,N,N,-600,CIP23223,LONLONG,74701,4150,S
546,14/02/2018,16/02/2018,LO75728262,BD202,Liam Payne,Liam Payne,Liam Gallagher,TRMB,12/02/2018,25/02/2018,Cancel,N,N,N,N,0,MCXXXX,LONMID,77414,3973,S
547,21/03/2018,22/03/2018,DE47619410,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,BKH,17/03/2018,02/04/2018,Cancel,Y,Y,Y,Y,0,DD14ET6,LONLONG,36276,4922,S
548,10/03/2018,10/03/2018,TV44346462,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,MCI,04/03/2018,16/03/2018,Amend,Y,N,N,N,420,TY00TYO,LONMID,72043,3005,S
549,13/02/2018,14/02/2018,YK05488987,LN202,Niall Horan,Mick Jones,Liam Gallagher,NIM,04/02/2018,20/02/2018,Amend,N,N,N,Y,-600,TY00TYO,LONLONG,96524,3573,B
550,29/03/2018,30/03/2018,NZ63380603,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,MBRX,27/03/2018,05/04/2018,Amend,Y,N,Y,Y,4500,RD7070,LONMID,95875,4933,S
551,10/02/2018,13/02/2018,VR00177610,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,AWH,07/02/2018,23/02/2018,Amend,N,N,Y,Y,0,CIP23223,LONLONG,31779,4463,S
552,07/03/2018,08/03/2018,QO88096590,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,FWONK,08/03/2018,24/03/2018,Amend,N,Y,N,N,-600,MCXXXX,LONMID,93901,3354,B
553,07/02/2018,09/02/2018,EI07278709,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,PIM,31/01/2018,04/02/2018,Cancel,N,Y,N,Y,420,LON5076F,LONLONG,73750,3180,B
554,25/02/2018,25/02/2018,KA27408895,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,HRG,25/02/2018,17/03/2018,Cancel,N,Y,N,Y,0,CIP23223,LONMID,45593,893,S
555,11/03/2018,11/03/2018,HG10752872,FUT500,Louis Tomlinson,Mick Jones,Paul Arthurs,GOF,04/03/2018,08/03/2018,Amend,N,Y,N,Y,-600,DD14ET6,LONLONG,44949,4640,B
556,08/02/2018,11/02/2018,SX19203696,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,YELP,07/02/2018,27/02/2018,Amend,N,Y,N,N,400,LON9005,LONMID,4865,2251,B
557,08/02/2018,11/02/2018,RB30691706,LN202,Niall Horan,Zayn Malik,Liam Gallagher,WHLM,02/02/2018,08/02/2018,Amend,N,Y,N,Y,4500,LON9005,LONLONG,64016,3624,S
558,22/03/2018,24/03/2018,EH00115827,LN202,Niall Horan,Zayn Malik,Liam Gallagher,NEE^C,18/03/2018,21/03/2018,Amend,N,N,N,N,400,CIP23223,LONMID,83927,940,S
559,11/02/2018,13/02/2018,DW20097040,LN202,Niall Horan,James Cordan,Liam Gallagher,HBANP,09/02/2018,19/02/2018,Cancel,N,Y,N,Y,-500000,GOXXX90,LONLONG,99991,4181,B
560,10/02/2018,11/02/2018,EW11112662,LN202,Niall Horan,Mick Jones,Liam Gallagher,PAACW,01/02/2018,15/02/2018,Amend,N,N,Y,Y,0,TY00TYO,LONMID,61337,4653,S
561,27/02/2018,27/02/2018,SJ60523505,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,STFC,23/02/2018,15/03/2018,Amend,N,N,N,N,50000,MCXXXX,LONLONG,42426,2277,S
562,12/02/2018,14/02/2018,MM53555111,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,MELR,10/02/2018,28/02/2018,Cancel,N,N,N,Y,0,CIP23223,LONMID,24456,2402,S
563,27/03/2018,30/03/2018,RT22781539,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,MCS,21/03/2018,06/04/2018,Amend,N,N,N,N,0,LON9005,LONLONG,21600,2006,S
564,09/02/2018,12/02/2018,PB05932420,BD202,Liam Payne,Adele Adkins,Liam Gallagher,ICD,02/02/2018,10/02/2018,Cancel,N,N,N,Y,0,DD14ET6,LONMID,10545,3587,B
565,27/02/2018,27/02/2018,FR51427851,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,BXMX,27/02/2018,15/03/2018,Amend,N,N,N,Y,55,LON5076F,LONLONG,11471,4795,B
566,28/03/2018,29/03/2018,UH35533173,NY422,Louis Tomlinson,Harry Styles,Paul Arthurs,CMCSA,28/03/2018,06/04/2018,Amend,N,Y,N,N,100,MCXXXX,LONMID,95690,3539,S
567,19/03/2018,19/03/2018,QC10592643,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,LMFA,10/03/2018,28/03/2018,Cancel,N,N,Y,N,4500,TY00TYO,LONLONG,74708,147,B
568,02/03/2018,03/03/2018,KF52767791,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,PFH,24/02/2018,28/02/2018,Cancel,Y,N,N,N,700,NMKL009,LONMID,76815,3068,S
569,27/02/2018,28/02/2018,KA88511577,STK20,Louis Tomlinson,Harry Styles,Paul Arthurs,RMGN,21/02/2018,27/02/2018,Cancel,N,N,N,Y,0,TY00TYO,LONLONG,14220,1824,B
570,28/03/2018,31/03/2018,WM11860976,LN202,Niall Horan,Louis Tomlinson,Liam Gallagher,ASGN,21/03/2018,25/03/2018,Amend,N,N,Y,Y,0,LON9005,LONMID,7312,2450,S
571,01/03/2018,03/03/2018,RF47346127,FUT500,Louis Tomlinson,Harry Styles,Paul Arthurs,AGU,01/03/2018,12/03/2018,Amend,Y,Y,N,Y,700,TY00TYO,LONLONG,6607,3809,B
572,21/02/2018,24/02/2018,PV29365051,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,CIDM,15/02/2018,18/02/2018,Amend,N,N,N,Y,0,RD7070,LONMID,47308,3308,B
573,03/02/2018,04/02/2018,EO54691912,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,VONE,29/01/2018,03/02/2018,Amend,N,N,Y,Y,-2500,GOXXX90,LONLONG,70889,2539,B
574,26/02/2018,27/02/2018,XT30532463,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,GGAL,25/02/2018,13/03/2018,Cancel,N,N,Y,Y,10,GOXXX90,LONMID,29475,3249,B
575,11/03/2018,14/03/2018,GN48686127,BD202,Liam Payne,Adele Adkins,Liam Gallagher,GAINN,09/03/2018,25/03/2018,Amend,N,Y,N,Y,400,CIP23223,LONLONG,27045,2973,S
576,02/03/2018,03/03/2018,AO54058674,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,IR,23/02/2018,26/02/2018,Cancel,N,N,Y,Y,-1000,LON9005,LONMID,17819,1659,S
577,01/03/2018,04/03/2018,FF26592892,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,AMC,28/02/2018,05/03/2018,Cancel,N,N,N,N,-2500,MCXXXX,LONLONG,94961,4868,S
578,06/03/2018,09/03/2018,BM76383266,NY422,Louis Tomlinson,Ed Sheeran,Paul Arthurs,GIFI,27/02/2018,18/03/2018,Cancel,N,N,N,Y,400,GOXXX90,LONMID,67644,3625,S
579,06/02/2018,06/02/2018,BX58871489,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,CLW,04/02/2018,13/02/2018,Cancel,N,N,Y,Y,420,FF90HUI,LONLONG,89656,1158,B
580,03/03/2018,04/03/2018,DF12584575,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,MDSO,02/03/2018,08/03/2018,Amend,Y,Y,N,Y,300,NMKL009,LONMID,6936,2639,B
581,07/03/2018,08/03/2018,NR85024322,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,CARO,08/03/2018,20/03/2018,Cancel,N,N,N,Y,-600,LON5076F,LONLONG,18527,2360,S
582,02/02/2018,03/02/2018,BN32758911,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,PUI,27/01/2018,07/02/2018,Cancel,N,N,N,Y,55,MCXXXX,LONMID,86672,3654,S
583,11/02/2018,11/02/2018,RZ19275922,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,THFF,03/02/2018,12/02/2018,Cancel,N,N,N,Y,400,FF90HUI,LONLONG,7598,435,S
584,15/03/2018,17/03/2018,DL41182335,STK350,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,ZAIS,14/03/2018,31/03/2018,Cancel,Y,Y,N,N,600,GOXXX90,LONMID,13058,1637,S
585,16/02/2018,16/02/2018,FV31492954,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,PEZ,11/02/2018,19/02/2018,Cancel,Y,N,N,Y,500,RD7070,LONLONG,78442,909,S
586,22/02/2018,22/02/2018,OZ75878689,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,MSD,20/02/2018,08/03/2018,Amend,Y,Y,N,Y,0,RD7070,LONMID,36405,161,S
587,17/02/2018,20/02/2018,ZG86199332,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,MBFIP,19/02/2018,04/03/2018,Cancel,N,N,Y,Y,0,LON5076F,LONLONG,43014,4524,S
588,18/03/2018,19/03/2018,QR32487248,LN202,Niall Horan,Liam Payne,Liam Gallagher,FCCY,15/03/2018,27/03/2018,Cancel,N,N,Y,Y,0,LON9005,LONMID,32814,662,S
589,08/03/2018,10/03/2018,IH19734747,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,GER,07/03/2018,21/03/2018,Amend,N,Y,Y,Y,500,MCXXXX,LONLONG,11869,391,B
590,08/03/2018,11/03/2018,GL98938184,FUT500,Louis Tomlinson,Zayn Malik,Paul Arthurs,MHI,02/03/2018,18/03/2018,Cancel,N,N,N,N,300,GOXXX90,LONMID,58321,2993,B
591,25/02/2018,26/02/2018,KR36297737,LN202,Niall Horan,James Cordan,Liam Gallagher,PESI,26/02/2018,07/03/2018,Cancel,N,N,N,N,300,TY00TYO,LONLONG,86779,4258,S
592,01/03/2018,03/03/2018,LE32124148,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,SCI,26/02/2018,18/03/2018,Amend,N,Y,N,N,-600,NMKL009,LONMID,42475,3836,S
593,19/03/2018,20/03/2018,QY80994727,LN202,Niall Horan,Niall Horan,Liam Gallagher,CTRP,14/03/2018,25/03/2018,Cancel,N,N,N,N,0,LON5076F,LONLONG,39665,4343,S
594,22/02/2018,24/02/2018,MD54477838,BD202,Liam Payne,Mick Jones,Liam Gallagher,CHSCM,16/02/2018,21/02/2018,Amend,Y,N,N,N,300,DD14ET6,LONMID,41987,489,S
595,17/03/2018,20/03/2018,CB30483985,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,DEST,11/03/2018,15/03/2018,Cancel,N,N,N,Y,500,RD7070,LONLONG,68560,1634,S
596,24/03/2018,27/03/2018,BM20024634,STK20,Louis Tomlinson,Adele Adkins,Paul Arthurs,LE,25/03/2018,07/04/2018,Amend,Y,N,N,Y,50000,LON5076F,LONMID,35920,2503,S
597,14/03/2018,15/03/2018,EM90583440,LN202,Niall Horan,James Cordan,Liam Gallagher,LPLA,14/03/2018,03/04/2018,Amend,N,N,N,N,55,LON5076F,LONLONG,25566,1884,B
598,20/02/2018,23/02/2018,RC53116997,LN202,Niall Horan,Adele Adkins,Liam Gallagher,BPT,13/02/2018,01/03/2018,Cancel,Y,N,N,Y,700,FF90HUI,LONMID,80877,2831,B
599,19/02/2018,19/02/2018,GU92045404,BD202,Liam Payne,James Cordan,Liam Gallagher,SNC,17/02/2018,02/03/2018,Amend,N,N,N,N,-500000,DD14ET6,LONLONG,76225,4673,S
600,26/02/2018,26/02/2018,WF03747213,BD202,Liam Payne,Niall Horan,Liam Gallagher,VIA,23/02/2018,28/02/2018,Amend,N,N,N,N,300,CIP23223,LONMID,98901,3928,S
601,15/02/2018,18/02/2018,DQ12349197,LN202,Niall Horan,Harry Styles,Liam Gallagher,IBP,10/02/2018,20/02/2018,Amend,N,N,Y,N,10,CIP23223,LONLONG,11974,539,S
602,02/03/2018,03/03/2018,EL95700385,NY422,Louis Tomlinson,Mick Jones,Paul Arthurs,PEI,27/02/2018,03/03/2018,Cancel,N,Y,N,N,500,LON9005,LONMID,7507,3386,B
603,14/03/2018,16/03/2018,ZX39250291,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,EVH,13/03/2018,18/03/2018,Cancel,N,N,N,Y,0,CIP23223,LONLONG,62582,4500,S
604,23/03/2018,24/03/2018,YQ40965682,BD202,Liam Payne,Zayn Malik,Liam Gallagher,POOL,23/03/2018,26/03/2018,Amend,N,Y,Y,N,55,GOXXX90,LONMID,5793,3146,S
605,28/03/2018,31/03/2018,MY89074913,FUT500,Louis Tomlinson,Ed Sheeran,Paul Arthurs,JJSF,24/03/2018,29/03/2018,Cancel,N,N,N,Y,400,LON9005,LONLONG,27866,1734,B
606,14/02/2018,17/02/2018,UU16118196,BD202,Liam Payne,Mick Jones,Liam Gallagher,NIE,14/02/2018,03/03/2018,Amend,N,N,N,N,1000,TY00TYO,LONMID,23089,1023,S
607,23/02/2018,23/02/2018,VA94070060,LN202,Niall Horan,Ed Sheeran,Liam Gallagher,AB,16/02/2018,25/02/2018,Cancel,N,N,N,Y,100,FF90HUI,LONLONG,46840,2143,S
608,24/02/2018,24/02/2018,EH05631965,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,XNCR,17/02/2018,07/03/2018,Cancel,Y,Y,N,N,1000,TY00TYO,LONMID,54639,4784,S
609,12/02/2018,13/02/2018,ND08813955,BD202,Liam Payne,Mick Jones,Liam Gallagher,ALP^O,11/02/2018,15/02/2018,Amend,N,N,Y,Y,600,FF90HUI,LONLONG,15855,375,B
610,03/02/2018,06/02/2018,JX71514987,STK350,Louis Tomlinson,Liam Payne,Paul Arthurs,WYNN,02/02/2018,08/02/2018,Amend,N,Y,Y,N,0,GOXXX90,LONMID,55391,2248,S
611,02/03/2018,05/03/2018,TN99103317,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,AXTI,01/03/2018,04/03/2018,Cancel,N,N,N,Y,400,MCXXXX,LONLONG,56629,890,B
612,07/02/2018,09/02/2018,VR18719000,NY422,Louis Tomlinson,Niall Horan,Paul Arthurs,NLNK,31/01/2018,11/02/2018,Cancel,N,Y,N,N,55,LON5076F,LONMID,39522,4542,B
613,11/02/2018,13/02/2018,QF93773832,STK350,Louis Tomlinson,Ed Sheeran,Paul Arthurs,LCM,12/02/2018,25/02/2018,Amend,N,N,N,Y,1000,LON5076F,LONLONG,11282,4294,B
614,04/03/2018,07/03/2018,SD97055998,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,LPT,05/03/2018,15/03/2018,Amend,N,N,N,N,0,RD7070,LONMID,64971,3498,B
615,03/02/2018,04/02/2018,QG17265925,BD202,Liam Payne,James Cordan,Liam Gallagher,IRBT,28/01/2018,05/02/2018,Amend,N,N,N,N,55,CIP23223,LONLONG,39403,1862,B
616,03/03/2018,05/03/2018,HM24548270,STK20,Louis Tomlinson,Liam Payne,Paul Arthurs,FNTEU,25/02/2018,01/03/2018,Cancel,Y,N,N,Y,50000,TY00TYO,LONMID,22147,2076,S
617,14/03/2018,17/03/2018,QD90406680,NY422,Louis Tomlinson,Liam Payne,Paul Arthurs,CGNX,14/03/2018,19/03/2018,Cancel,Y,N,N,Y,-100000,GOXXX90,LONLONG,81653,4458,B
618,23/02/2018,23/02/2018,ZD53253941,STK20,Louis Tomlinson,Louis Tomlinson,Paul Arthurs,NMT,15/02/2018,23/02/2018,Amend,N,N,N,Y,300,LON9005,LONMID,14405,3092,S
619,13/02/2018,13/02/2018,GZ99425180,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,EBR.B,06/02/2018,21/02/2018,Cancel,N,N,N,N,-1000,MCXXXX,LONLONG,52857,774,B
620,09/02/2018,12/02/2018,DD70120160,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,BAS,11/02/2018,19/02/2018,Cancel,N,Y,Y,N,50000,NMKL009,LONMID,51416,2259,B
621,08/02/2018,10/02/2018,FQ64013912,BD202,Liam Payne,Harry Styles,Liam Gallagher,BXMT,07/02/2018,18/02/2018,Amend,N,N,Y,Y,-500000,DD14ET6,LONLONG,71194,4358,B
622,10/03/2018,11/03/2018,ET71927305,BD202,Liam Payne,Ed Sheeran,Liam Gallagher,AOD,09/03/2018,29/03/2018,Cancel,N,N,Y,N,50000,TY00TYO,LONMID,95677,627,B
623,27/03/2018,30/03/2018,SW71210848,LN202,Niall Horan,Mick Jones,Liam Gallagher,WEB,23/03/2018,30/03/2018,Cancel,N,N,Y,N,-600,RD7070,LONLONG,78084,954,B
624,28/02/2018,01/03/2018,EN55686329,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,PSET,01/03/2018,08/03/2018,Cancel,Y,N,N,Y,1000,MCXXXX,LONMID,11460,3690,B
625,08/02/2018,08/02/2018,JY23185268,BD202,Liam Payne,Niall Horan,Liam Gallagher,KBWP,08/02/2018,18/02/2018,Cancel,N,N,N,N,1000,LON5076F,LONLONG,55401,1878,B
626,06/02/2018,07/02/2018,QZ19486013,NY422,Louis Tomlinson,Adele Adkins,Paul Arthurs,MKSI,30/01/2018,17/02/2018,Amend,N,Y,Y,N,0,MCXXXX,LONMID,77162,1838,S
627,04/02/2018,04/02/2018,GY52291455,FUT500,Louis Tomlinson,Adele Adkins,Paul Arthurs,CYAN,25/01/2018,08/02/2018,Cancel,N,N,N,Y,600,FF90HUI,LONLONG,88596,2305,S
628,22/02/2018,23/02/2018,BL97752467,LN202,Niall Horan,Niall Horan,Liam Gallagher,IBTX,16/02/2018,27/02/2018,Amend,N,Y,Y,N,1000,NMKL009,LONMID,10370,1278,S
629,23/02/2018,26/02/2018,XI07649569,STK20,Louis Tomlinson,Zayn Malik,Paul Arthurs,TSM,17/02/2018,04/03/2018,Amend,N,N,Y,N,700,FF90HUI,LONLONG,7849,947,B
630,13/02/2018,14/02/2018,EK14368604,STK350,Louis Tomlinson,Mick Jones,Paul Arthurs,AFT,08/02/2018,11/02/2018,Cancel,Y,Y,N,Y,0,TY00TYO,LONMID,34548,1178,S
631,05/03/2018,07/03/2018,XO12271413,STK20,Louis Tomlinson,Ed Sheeran,Paul Arthurs,MO,05/03/2018,18/03/2018,Cancel,N,Y,N,N,-2500,RD7070,LONLONG,23868,3666,B
632,09/02/2018,12/02/2018,NI02233643,STK350,Louis Tomlinson,Niall Horan,Paul Arthurs,PTH,12/02/2018,24/02/2018,Amend,Y,Y,N,N,1000,RD7070,LONMID,53246,1958,B
633,05/02/2018,05/02/2018,IM28913704,STK350,Louis Tomlinson,James Cordan,Paul Arthurs,SLNO,03/02/2018,10/02/2018,Amend,N,N,N,Y,55,GOXXX90,LONLONG,22279,1018,B
634,08/03/2018,11/03/2018,QH18884692,BD202,Liam Payne,Mick Jones,Liam Gallagher,NESR,03/03/2018,21/03/2018,Cancel,N,Y,N,Y,400,RD7070,LONMID,25921,4099,S
635,04/03/2018,04/03/2018,YV47714890,FUT500,Louis Tomlinson,James Cordan,Paul Arthurs,EXA,28/02/2018,14/03/2018,Amend,N,N,Y,Y,100,RD7070,LONLONG,37215,1261,B
636,28/02/2018,02/03/2018,FC03417571,LN202,Niall Horan,Niall Horan,Liam Gallagher,MSM,21/02/2018,27/02/2018,Amend,N,N,N,Y,4500,LON9005,LONMID,61031,3226,B
637,19/02/2018,20/02/2018,TV92403755,BD202,Liam Payne,Zayn Malik,Liam Gallagher,SSKN,19/02/2018,08/03/2018,Amend,Y,N,Y,Y,-2500,MCXXXX,LONLONG,48798,291,S
638,25/03/2018,26/03/2018,LG48527694,NY422,Louis Tomlinson,James Cordan,Paul Arthurs,FEMS,18/03/2018,31/03/2018,Cancel,N,N,N,Y,-600,CIP23223,LONMID,15349,1604,B
639,19/02/2018,20/02/2018,NL75599219,FUT500,Louis Tomlinson,Niall Horan,Paul Arthurs,SFL,18/02/2018,06/03/2018,Cancel,N,N,N,Y,4500,GOXXX90,LONLONG,66351,1645,B
640,12/03/2018,12/03/2018,HC15450286,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,ADBE,03/03/2018,08/03/2018,Cancel,N,N,N,N,400,FF90HUI,LONMID,27674,4891,B
641,09/03/2018,10/03/2018,SS63942931,NY422,Louis Tomlinson,Zayn Malik,Paul Arthurs,BIVV,07/03/2018,14/03/2018,Amend,N,N,Y,Y,50000,RD7070,LONLONG,86571,3064,S
642,05/03/2018,06/03/2018,FA78320423,STK20,Louis Tomlinson,Niall Horan,Paul Arthurs,GKOS,02/03/2018,15/03/2018,Cancel,N,Y,N,Y,420,FF90HUI,LONMID,88969,4583,B
643,17/02/2018,19/02/2018,ZV12550695,LN202,Niall Horan,Niall Horan,Liam Gallagher,EMN,09/02/2018,18/02/2018,Amend,N,N,N,Y,0,FF90HUI,LONLONG,21535,189,B
644,07/03/2018,10/03/2018,DP70955658,LN202,Niall Horan,Niall Horan,Liam Gallagher,DTY,03/03/2018,19/03/2018,Amend,N,Y,N,Y,600,NMKL009,LONMID,16938,4518,S
645,16/03/2018,18/03/2018,YL63949086,FUT500,Louis Tomlinson,Liam Payne,Paul Arthurs,JACK,13/03/2018,27/03/2018,Cancel,N,N,N,Y,-2500,RD7070,LONLONG,26479,962,S
646,09/03/2018,12/03/2018,BJ88046187,STK350,Louis Tomlinson,Adele Adkins,Paul Arthurs,ARES,11/03/2018,30/03/2018,Cancel,Y,N,N,Y,-2500,MCXXXX,LONMID,66305,2157,S
647,28/02/2018,02/03/2018,OI00623379,LN202,Niall Horan,Liam Payne,Liam Gallagher,HNRG,20/02/2018,12/03/2018,Amend,Y,N,Y,Y,1000,GOXXX90,LONLONG,5339,3500,S
